指数代码,日期,rolling_return,rolling_volatility,rolling_sharpe,rolling_drawdown
CI011001.WI,2015-01-30,0.16123338712101676,0.05100363417189813,2.6651460860630225,-0.012102354798565251
CI011001.WI,2015-02-02,0.16209549346504226,0.0510002141549175,2.6798816457219563,-0.01137412319388087
CI011001.WI,2015-02-03,0.16947235686640827,0.0511702119018894,2.794885234998107,-0.006284225995345949
CI011001.WI,2015-02-04,0.17252637787245773,0.051045006347264804,2.852740930595787,-0.006795822576760702
CI011001.WI,2015-02-05,0.18125512559907397,0.050960159655614026,3.0030417862705736,-0.003042303992523143
CI011001.WI,2015-02-06,0.18100309655121816,0.050966690854015395,2.9984740285498157,-0.0040350234264527884
CI011001.WI,2015-02-09,0.17651381889242312,0.051119479518901154,2.9151136374930195,-0.007307841566299045
CI011001.WI,2015-02-10,0.17557384679243948,0.05113570226374477,2.898564544355443,-0.008086762145787407
CI011001.WI,2015-02-11,0.17526342395674033,0.05113715869533534,2.8933156457562124,-0.007854799742041285
CI011001.WI,2015-02-12,0.17147335273251363,0.051200701158839755,2.8266612229834887,-0.009816885475080306
CI011001.WI,2015-02-13,0.17307315627261155,0.05125449300472481,2.850390969758107,-0.006523369337189111
CI011001.WI,2015-02-16,0.17542941866206885,0.05128492321012224,2.8878817534097454,-0.004118298170773582
CI011001.WI,2015-02-17,0.174969965293307,0.05128450148433506,2.880276845686405,-0.003614908375755621
CI011001.WI,2015-02-25,0.17359422693358306,0.0512906317063849,2.857082475942878,-0.0038244228049456597
CI011001.WI,2015-02-26,0.17063443883229712,0.05129374544951357,2.8076512577491832,-0.004512465293892487
CI011001.WI,2015-02-27,0.16451743073205494,0.05114998329090449,2.7129102410015618,-0.0051172330385186315
CI011001.WI,2015-03-02,0.16804917239521755,0.05113592296001562,2.7728973321772394,-0.003232930744196727
CI011001.WI,2015-03-03,0.16421681061538962,0.051322294131821225,2.698939932795864,-0.007144731686661743
CI011001.WI,2015-03-04,0.16339926688656714,0.05134986950850937,2.6838296321465127,-0.008885596251091643
CI011001.WI,2015-03-05,0.16025268775736268,0.05144808158092644,2.626131041579325,-0.011473087382783964
CI011001.WI,2015-03-06,0.15163949900312246,0.051821434191546584,2.46371251589768,-0.01712726149011945
CI011001.WI,2015-03-09,0.14698527131301242,0.05192364343492344,2.380930117968554,-0.01985040597343013
CI011001.WI,2015-03-10,0.13424650899094082,0.05258002205427342,2.139341118050391,-0.027798376878682696
CI011001.WI,2015-03-11,0.12905071824983394,0.0522792985772296,2.0634809149635958,-0.026244035672727928
CI011001.WI,2015-03-12,0.13068375291561773,0.05235031834390653,2.088374421560289,-0.022575360777269626
CI011001.WI,2015-03-13,0.12960380437251273,0.05238792869964431,2.0686631262739024,-0.024571480536248358
CI011001.WI,2015-03-16,0.13003155061058536,0.05238310445723325,2.076079850120886,-0.024557661756212434
CI011001.WI,2015-03-17,0.13404435860868236,0.052138490429136826,2.1535963671019798,-0.025863506297592154
CI011001.WI,2015-03-18,0.13884273173622308,0.052159984611982,2.2337203065810507,-0.023048216499369945
CI011001.WI,2015-03-19,0.13524491333094857,0.052183465083995566,2.1720715628384215,-0.024467447449864732
CI011001.WI,2015-03-20,0.1442811888588944,0.05241754601798612,2.313934234570958,-0.018583241947347284
CI011001.WI,2015-03-23,0.15276762993686832,0.05297729318083136,2.429589951250227,-0.010511445117930673
CI011001.WI,2015-03-24,0.15200362790757094,0.05296836368271654,2.4174671164416197,-0.009575026652443919
CI011001.WI,2015-03-25,0.14568907180221125,0.053281095547090894,2.3003726699523757,-0.014728405757519214
CI011001.WI,2015-03-26,0.14595545525298603,0.053282145423909175,2.304694001776366,-0.013839960786043548
CI011001.WI,2015-03-27,0.1423839177798183,0.05314788011454421,2.2516184584308174,-0.012608761794464574
CI011001.WI,2015-03-30,0.15142751829048628,0.05349845801500924,2.3846830282818954,-0.005837016480735757
CI011001.WI,2015-03-31,0.15243313273892634,0.053412392133358765,2.4047928332705903,-0.010084571537259612
CI011001.WI,2015-04-01,0.15171796098222323,0.0534184370756886,2.3928992680228522,-0.010342843932689583
CI011001.WI,2015-04-02,0.153995281887346,0.05341346894534689,2.43012064123286,-0.00893296630492646
CI011001.WI,2015-04-03,0.15837674088934373,0.053333996677209984,2.5047575387572945,-0.00758512232728048
CI011001.WI,2015-04-07,0.16564345345743536,0.053467346938231256,2.6156739013109487,-0.0027559716288980685
CI011001.WI,2015-04-08,0.1704841719606116,0.05340795499379434,2.6961673701071054,-0.0008300923064333832
CI011001.WI,2015-04-09,0.17043762655004446,0.05340917642036294,2.6953618917454296,-0.0018542509735450796
CI011001.WI,2015-04-10,0.1757017038416091,0.05358577888512053,2.7704505402050796,0.0
CI011001.WI,2015-04-13,0.17585147648322863,0.05359068232070717,2.7725804026652425,0.0
CI011001.WI,2015-04-14,0.17368956832756033,0.05364741259713137,2.7353796377218633,-0.001922166907989964
CI011001.WI,2015-04-15,0.17313591572375375,0.053661993249933745,2.7258526548174222,-0.003168116925531317
CI011001.WI,2015-04-16,0.18169854708969058,0.05389610392011522,2.849266037697063,0.0
CI011001.WI,2015-04-17,0.18756537593399902,0.05378734199569448,2.9470560304489233,0.0
CI011001.WI,2015-04-20,0.18719749983958267,0.05378589498560937,2.9413696445088466,0.0
CI011001.WI,2015-04-21,0.18434039679256276,0.05371927092556551,2.900067320852532,0.0
CI011001.WI,2015-04-22,0.19463947912339674,0.05365250618224778,3.065100962410927,0.0
CI011001.WI,2015-04-23,0.1939711082273876,0.05365926396269468,3.054284911644767,-0.0002145838212935791
CI011001.WI,2015-04-24,0.1875041516663689,0.05341800925518181,2.9660972289322793,0.0
CI011001.WI,2015-04-27,0.1927886769218976,0.05352171022486372,3.0434723637063614,0.0
CI011001.WI,2015-04-28,0.19364005970306786,0.053498895527249304,3.0580940390557165,-0.0006425999079519018
CI011001.WI,2015-04-29,0.18775333278740258,0.05336182840034768,2.9730987764415158,-0.0009490133775738041
CI011001.WI,2015-04-30,0.18718403455051358,0.05338192275340487,2.96301251537815,-0.0027305474853154266
CI011001.WI,2015-05-04,0.19919166269457977,0.05425837925263685,3.101615630639403,0.0
CI011001.WI,2015-05-05,0.18909922488361586,0.054857846786598996,2.9141449237228634,-0.007368908687932607
CI011001.WI,2015-05-06,0.18957950953794955,0.054845426581642244,2.922160544424717,-0.008149146768123727
CI011001.WI,2015-05-07,0.1851231732849894,0.05491121618417394,2.850328124763328,-0.010278518437572881
CI011001.WI,2015-05-08,0.1935871618735716,0.05517152114917834,2.9662152802548247,-0.004080816930199016
CI011001.WI,2015-05-11,0.19537743234372074,0.0551921945516614,2.992299816026318,-0.001870894721852756
CI011001.WI,2015-05-12,0.1930769007849269,0.055145096100794856,2.959850950246352,-0.0007867454381369487
CI011001.WI,2015-05-13,0.19146575826350443,0.055121967960966994,2.9365374565747064,0.0
CI011001.WI,2015-05-14,0.19030368670084297,0.055086067214936314,2.9206890024872467,0.0
CI011001.WI,2015-05-15,0.186189525462078,0.0551419233512139,2.8549523968213375,-0.001925947491481228
CI011001.WI,2015-05-18,0.1828509742781801,0.05509623600389214,2.8060840049917037,-0.0017709640153517059
CI011001.WI,2015-05-19,0.18185568108002892,0.0550773410506115,2.791733844096391,-0.0002951119322830431
CI011001.WI,2015-05-20,0.16251208060005307,0.054590562889743836,2.5136589786548393,-0.006319056469954787
CI011001.WI,2015-05-21,0.15826835312552,0.05429714406847919,2.4595564099112774,-0.003250383642587784
CI011001.WI,2015-05-22,0.16058527309461978,0.0543387034030476,2.4945138933885884,-0.0005420912604700012
CI011001.WI,2015-05-25,0.1670505082592122,0.05426522265992613,2.6002518984705634,0.0
CI011001.WI,2015-05-26,0.16683676381377155,0.05427966722726711,2.596197798976765,-0.003751221261009574
CI011001.WI,2015-05-27,0.1645851656886812,0.05434546154858596,2.5575568213253677,-0.005938096241057678
CI011001.WI,2015-05-28,0.1499112626700072,0.055609369098343825,2.2725259727984564,-0.01708000016107425
CI011001.WI,2015-05-29,0.15002288444605227,0.05560701300273674,2.2743664476850873,-0.0178036671591687
CI011001.WI,2015-06-01,0.1536594218037357,0.05571440763480044,2.326787848146902,-0.013844508356690599
CI011001.WI,2015-06-02,0.1562438892071436,0.05577630508237609,2.3644100683494176,-0.010657455552985806
CI011001.WI,2015-06-03,0.15323495764742323,0.0557353233989494,2.3193290950328342,-0.010514356240136746
CI011001.WI,2015-06-04,0.14598478228945355,0.055893363831830516,2.200031870033861,-0.014457874497817436
CI011001.WI,2015-06-05,0.1426725456857676,0.05590544957621537,2.147765708303452,-0.015580200307523495
CI011001.WI,2015-06-08,0.145063434547972,0.05596014647119046,2.1830921372388317,-0.01258573630169868
CI011001.WI,2015-06-09,0.14159121445981615,0.055943767322831746,2.129400161590864,-0.013258746609926542
CI011001.WI,2015-06-10,0.14195399569482214,0.05595483845845338,2.134671284724122,-0.010664925663933844
CI011001.WI,2015-06-11,0.13482069245173123,0.055629412075424683,2.034135358845702,-0.0104145018664481
CI011001.WI,2015-06-12,0.134339000338336,0.055637071603689955,2.0262282794472792,-0.011112256917191421
CI011001.WI,2015-06-15,0.1270848396986426,0.056007315106274574,1.8985968666755042,-0.01696923242217241
CI011001.WI,2015-06-16,0.12289843959164748,0.056116223837853106,1.8286755514564357,-0.019938893325240015
CI011001.WI,2015-06-17,0.12790838802360782,0.05603056677331139,1.9108745836930892,-0.018346942649915654
CI011001.WI,2015-06-18,0.12314874370775075,0.056172130855788885,1.8308810199167636,-0.021791655921087116
CI011001.WI,2015-06-19,0.11615307266800268,0.0565773602236335,1.7076864442738335,-0.02796675310402086
CI011001.WI,2015-06-23,0.12224124411558468,0.05654754758864207,1.8047987675796728,-0.02518203580715983
CI011001.WI,2015-06-24,0.12147812986332052,0.056550697569408746,1.792667263915286,-0.025316789605434042
CI011001.WI,2015-06-25,0.11725778550474275,0.056453600466204415,1.728837946583244,-0.025305350998044762
CI011001.WI,2015-06-26,0.11601142822712784,0.0564445693801438,1.7093221153585092,-0.02497386482472408
CI011001.WI,2015-06-29,0.1139124913630507,0.05643839374690492,1.6761331026258288,-0.02528521671463002
CI011001.WI,2015-06-30,0.11386022734593304,0.056438697867537725,1.6752926605866736,-0.025239812446523735
CI011001.WI,2015-07-01,0.11094485395634934,0.05640224226221352,1.6298532105459076,-0.02533937501900363
CI011001.WI,2015-07-02,0.10607296440599567,0.056291625913643104,1.5548380286171222,-0.025706227498844103
CI011001.WI,2015-07-03,0.1087175801114213,0.056250653448832566,1.5984025074996573,-0.025080313905734175
CI011001.WI,2015-07-06,0.11065752902416137,0.056285898252569994,1.6285088720236764,-0.022718124759373404
CI011001.WI,2015-07-07,0.11557848570472662,0.056515353297344174,1.7003824693530156,-0.01728887146641145
CI011001.WI,2015-07-08,0.11325196656074099,0.056530654957843395,1.6629916556324074,-0.018291442059981122
CI011001.WI,2015-07-09,0.1136670238031452,0.056524004806234776,1.669778321518098,-0.018670258389386962
CI011001.WI,2015-07-10,0.10959164332670568,0.05653974066747278,1.6044599270089963,-0.020288179372304094
CI011001.WI,2015-07-13,0.10820466200789713,0.056560906338584654,1.5817576384397853,-0.021426729329225513
CI011001.WI,2015-07-14,0.10428201438924845,0.05657153443983597,1.5187652980277517,-0.022928980312931113
CI011001.WI,2015-07-15,0.1056074592870393,0.05654303353880985,1.5407259076536277,-0.023259299281416235
CI011001.WI,2015-07-16,0.1107909244933496,0.056533224787150345,1.623754498174931,-0.020685204097145693
CI011001.WI,2015-07-17,0.11452836397392607,0.056498829877827596,1.6841870954434157,-0.019184120318275766
CI011001.WI,2015-07-20,0.11409986149474438,0.056491836412112334,1.6775786009741895,-0.017943148137027243
CI011001.WI,2015-07-21,0.11421782640454903,0.05648805345651304,1.6795623321563853,-0.019441080462841098
CI011001.WI,2015-07-22,0.11084247285252702,0.05643231321237231,1.6273802167225804,-0.019497923338336554
CI011001.WI,2015-07-23,0.11301368047543048,0.05637459265980016,1.6636407399342572,-0.019753074315406627
CI011001.WI,2015-07-24,0.11773886519739007,0.056060019777431136,1.7482629474132974,-0.021344499748555013
CI011001.WI,2015-07-27,0.11860743183699629,0.056036929032225034,1.7628283457509588,-0.022150979929737802
CI011001.WI,2015-07-28,0.1290197161976776,0.05593753893286724,1.931572791479938,-0.017747582966816444
CI011001.WI,2015-07-29,0.12782656824865657,0.05589709303804058,1.9140048863428722,-0.0157039240201009
CI011001.WI,2015-07-30,0.13112692074032783,0.05585584128939798,1.9677165225762698,-0.014558137393198667
CI011001.WI,2015-07-31,0.1256533847672201,0.05573647716640301,1.8847394482957525,-0.015128958918066537
CI011001.WI,2015-08-03,0.12384828822459437,0.055749707620195973,1.8555043923345969,-0.015904449810863253
CI011001.WI,2015-08-04,0.11981730765590282,0.05567661040021235,1.7933007302683717,-0.016111045066770746
CI011001.WI,2015-08-05,0.1212698126179601,0.05570229727087831,1.815780990897168,-0.013942086680949761
CI011001.WI,2015-08-06,0.11563082728152141,0.05550316654121579,1.7312186661463855,-0.013839022493963071
CI011001.WI,2015-08-07,0.11493404444059618,0.05550669569258792,1.7198516032530657,-0.014021981851949139
CI011001.WI,2015-08-10,0.12246832619336168,0.05558365002679437,1.8387676792265497,-0.009630607098834787
CI011001.WI,2015-08-11,0.12191693994728858,0.05562001121168821,1.82876383845682,-0.01348757711795312
CI011001.WI,2015-08-12,0.12392164564778496,0.05553391840118638,1.8636751505411928,-0.014788310186786058
CI011001.WI,2015-08-13,0.1180955087117097,0.05529140713352642,1.7775677764358,-0.014373952470135176
CI011001.WI,2015-08-14,0.12381422164674838,0.05523882999367546,1.87160582890689,-0.011966650856877092
CI011001.WI,2015-08-17,0.12788845642475488,0.05514757302750691,1.9402634948714543,-0.01108068402638751
CI011001.WI,2015-08-18,0.12864584440315197,0.055133695180439965,1.9529195272815516,-0.011392911319920151
CI011001.WI,2015-08-19,0.12462745711021728,0.05517126206762685,1.8869481957902468,-0.013254019430342212
CI011001.WI,2015-08-20,0.11745717457572846,0.05535335337129722,1.765318933194502,-0.017500719144079357
CI011001.WI,2015-08-21,0.11153644373342342,0.05573091649273292,1.6583702817223887,-0.0235491746023464
CI011001.WI,2015-08-24,0.11392342528665167,0.055722982702617704,1.697111882388244,-0.022282057032779745
CI011001.WI,2015-08-25,0.12025678954381558,0.05565867498722935,1.8009162855121565,-0.019690570496458393
CI011001.WI,2015-08-26,0.117225828902916,0.05568111413457549,1.7515341997719325,-0.021026144629635146
CI011001.WI,2015-08-27,0.11949167006305617,0.05569310880587489,1.7875639553108031,-0.019271777401432155
CI011001.WI,2015-08-28,0.11938761541477061,0.055694691758942275,1.785845004884939,-0.01979906218593075
CI011001.WI,2015-08-31,0.12438723944454178,0.05572896352634381,1.8647841670701588,-0.016741627479223253
CI011001.WI,2015-09-01,0.12380994228940234,0.055727447018327034,1.8556134204937507,-0.016370631422216286
CI011001.WI,2015-09-02,0.12351137587080951,0.05572346772616735,1.8509713933239464,-0.01522367759047838
CI011001.WI,2015-09-07,0.1243166882623874,0.05570620899909105,1.8643962586159841,-0.015725984191494402
CI011001.WI,2015-09-08,0.12356520375625668,0.05572176676475832,1.8518863966116619,-0.016864242347206848
CI011001.WI,2015-09-09,0.12014572075983976,0.05568711785334227,1.7982433891779577,-0.01729009703148887
CI011001.WI,2015-09-10,0.11794774771972927,0.05570162729937728,1.7625115204065664,-0.018213180975751753
CI011001.WI,2015-09-11,0.11747680954595818,0.0557002587945561,1.7549856360276308,-0.0178036671591687
CI011001.WI,2015-09-14,0.11538967377091813,0.05570829810139212,1.721167348954781,-0.018520856170425426
CI011001.WI,2015-09-15,0.11304858804503404,0.055683727132699236,1.6841532032923237,-0.01848969180131399
CI011001.WI,2015-09-16,0.11408505074881403,0.05569889162472061,1.7004275512926534,-0.01672137647532501
CI011001.WI,2015-09-17,0.1174438697662421,0.055799070272947206,1.7514474082166314,-0.012991631783291102
CI011001.WI,2015-09-18,0.11603906371907446,0.055800990861599266,1.7288354953863028,-0.013257754485816231
CI011001.WI,2015-09-21,0.11718953966770895,0.05581041525191416,1.7470222947947387,-0.011809661806484129
CI011001.WI,2015-09-22,0.11528607447154093,0.055841194116449014,1.7155390078256085,-0.013206689274257166
CI011001.WI,2015-09-23,0.1119615503323248,0.05599248757480657,1.6577148658688696,-0.017040490277388076
CI011001.WI,2015-09-24,0.11432446060824786,0.056056904861915634,1.6937577971762816,-0.013909696746760902
CI011001.WI,2015-09-25,0.11320434152662462,0.0560191318214205,1.6769016531518697,-0.011916986291120923
CI011001.WI,2015-09-28,0.11379641265640639,0.05598520947918238,1.687385441986523,-0.014754636327278026
CI011001.WI,2015-09-29,0.10490075304633262,0.05576847713536732,1.549879555994619,-0.01682140592973902
CI011001.WI,2015-09-30,0.10141381410950778,0.05564340126589027,1.496410639068446,-0.015837102091846966
CI011001.WI,2015-10-08,0.10234345297341108,0.05568559839654056,1.5104753770967154,-0.012315119860556445
CI011001.WI,2015-10-09,0.10847018398966624,0.05557114943034578,1.6132495163758858,-0.010312021281879136
CI011001.WI,2015-10-12,0.11274314911443106,0.05572742535874714,1.6779495781156801,-0.005762665354261509
CI011001.WI,2015-10-13,0.11392221963665095,0.05578473962061813,1.6952752016610713,-0.0018266755677708302
CI011001.WI,2015-10-14,0.1241145714201104,0.055847207457983716,1.856608026736676,0.0
CI011001.WI,2015-10-15,0.12238591433071488,0.05583141500082808,1.829539857636455,0.0
CI011001.WI,2015-10-16,0.11826609849372716,0.055837449870110994,1.7634601358703854,-0.0014734487945731178
CI011001.WI,2015-10-19,0.11544380959521328,0.055895347790873955,1.716461642454878,-0.003563974037441575
CI011001.WI,2015-10-20,0.11331205138346223,0.05589810881347732,1.6821424559127625,-0.00416296957604978
CI011001.WI,2015-10-21,0.11935180610649776,0.05553924524147195,1.7901099364282023,-0.004714466390495775
CI011001.WI,2015-10-22,0.128188001649036,0.055510961977930824,1.932707887071461,-0.0005313810756943926
CI011001.WI,2015-10-23,0.13531267526870572,0.055795539883215645,2.036015829600533,0.0
CI011001.WI,2015-10-26,0.13339361792785498,0.05570387435748528,2.0088891655425325,0.0
CI011001.WI,2015-10-27,0.13326785597602053,0.05569669575950266,2.0071476236649035,0.0
CI011001.WI,2015-10-28,0.1370301071699458,0.055713197586828384,2.066088862892197,0.0
CI011001.WI,2015-10-29,0.12933447934097542,0.05597396456397651,1.9353349219685407,-0.0050268869072471745
CI011001.WI,2015-10-30,0.11679750347260787,0.05605599664620369,1.7333482637050905,-0.010524174384268559
CI011001.WI,2015-11-02,0.1126291017127341,0.05601306873205873,1.6678446624728305,-0.011310295029554274
CI011001.WI,2015-11-03,0.11339932386698859,0.055980544168776826,1.6811482295068447,-0.013140107987609118
CI011001.WI,2015-11-04,0.11176002118545636,0.05607629897362532,1.6520864841291243,-0.017031410910680833
CI011001.WI,2015-11-05,0.10687930370942822,0.056314442593411854,1.5671766860192193,-0.021763087230174172
CI011001.WI,2015-11-06,0.10470898545364915,0.05636964091710232,1.5308649715639016,-0.02387109592161385
CI011001.WI,2015-11-09,0.08863970192267212,0.05729074705498916,1.2513088111049175,-0.034120569205886464
CI011001.WI,2015-11-10,0.08486346790799781,0.05717516747796932,1.192928421589663,-0.03364988219075249
CI011001.WI,2015-11-11,0.08405296832359,0.05717731099138683,1.1798103202669654,-0.0338516543021572
CI011001.WI,2015-11-12,0.07828777741611037,0.057101043983056154,1.0878960251227872,-0.035339451500675745
CI011001.WI,2015-11-13,0.07326487688950789,0.0570348906810905,1.0072039183560324,-0.0365320954005125
CI011001.WI,2015-11-16,0.07096763962308983,0.05685664183615648,0.9724877288197609,-0.03277347396807495
CI011001.WI,2015-11-17,0.0686877781355133,0.056837155478267364,0.9352974173501547,-0.0330392379728468
CI011001.WI,2015-11-18,0.0717544655654403,0.05684628602919889,0.9855775332039722,-0.031212232179317567
CI011001.WI,2015-11-19,0.06677258622540361,0.056654786761079864,0.9064580745262746,-0.030966347482511924
CI011001.WI,2015-11-20,0.060021510610029916,0.05615769202864251,0.8009091174673924,-0.029570900267975375
CI011001.WI,2015-11-23,0.05789586713798611,0.056105929963369924,0.7658112727889224,-0.028923075442374824
CI011001.WI,2015-11-24,0.05987706249432567,0.056089569549012945,0.7993838045486416,-0.02826287617723311
CI011001.WI,2015-11-25,0.06360780552667156,0.05606708032272484,0.8623685614869403,-0.02666617245293923
CI011001.WI,2015-11-26,0.07241267237028981,0.05584788484790019,1.0131921308085812,-0.023842852409142967
CI011001.WI,2015-11-27,0.07365541272528309,0.055738490163522135,1.03585537105171,-0.028150933330644556
CI011001.WI,2015-11-30,0.07498793677351934,0.05576922166663152,1.0575621614122206,-0.025929778722105334
CI011001.WI,2015-12-01,0.07858950519269214,0.05575762237237258,1.1177755655227068,-0.024196211404925116
CI011001.WI,2015-12-02,0.07813135103320046,0.0557507021994468,1.1102843547674726,-0.02322401585394862
CI011001.WI,2015-12-03,0.07359442418287077,0.055638724273122296,1.0365922390362712,-0.023561448487728787
CI011001.WI,2015-12-04,0.06066037078284481,0.05332030088462789,0.8519558187050285,-0.019254398769522285
CI011001.WI,2015-12-07,0.058833297666391005,0.05334673429882711,0.8192342748951561,-0.020667204572859532
CI011001.WI,2015-12-08,0.05846855215028279,0.053337375816716416,0.8129076135448396,-0.019198198189940285
CI011001.WI,2015-12-09,0.0587452914594051,0.053334398570116334,0.8178526575086867,-0.019436463440176688
CI011001.WI,2015-12-10,0.05777915633137631,0.053326996016445125,0.8008351229860677,-0.01923641000093035
CI011001.WI,2015-12-11,0.06770415649078387,0.052812048688030896,0.9850062572435824,-0.01729287823505654
CI011001.WI,2015-12-14,0.05702573074051687,0.0523370077199315,0.8013710197491098,-0.019578425760466645
CI011001.WI,2015-12-15,0.05820162346241631,0.0523232490179496,0.8228222364407805,-0.01944299439437891
CI011001.WI,2015-12-16,0.0526587888784007,0.05200712443809319,0.7265058361510116,-0.018754608905838244
CI011001.WI,2015-12-17,0.0558802743952842,0.05199780709018587,0.7854044780297365,-0.017199267891491732
CI011001.WI,2015-12-18,0.05656417584619522,0.0520470402980388,0.7971537391657895,-0.01280502420577867
CI011001.WI,2015-12-21,0.0780043466893321,0.05005323107136029,1.2283211599429482,-0.007683152017239903
CI011001.WI,2015-12-22,0.07875545368354575,0.05009438656065463,1.241261136093651,-0.004119428007573145
CI011001.WI,2015-12-23,0.08143211069712297,0.050083172168982164,1.291024389080782,-0.002800690860376487
CI011001.WI,2015-12-24,0.09166840595842696,0.05026856328896254,1.4739214327567405,0.0
CI011001.WI,2015-12-25,0.09272540204438684,0.050273163584515564,1.4930482167554509,0.0
CI011001.WI,2015-12-28,0.09132700792107928,0.05022079551564754,1.4690456027839107,0.0
CI011001.WI,2015-12-29,0.09076394572328716,0.0502337402653651,1.4584028531297553,-0.0011629693432329002
CI011001.WI,2015-12-30,0.09037445583078929,0.0502380776776813,1.4511697546967035,-0.001599730586076542
CI011001.WI,2015-12-31,0.0852166352217909,0.05009691904548436,1.3604388727691463,-0.002150095307339228
CI011001.WI,2016-01-04,0.07847852588016768,0.05014061497302526,1.2350400331305695,-0.005290448504254974
CI011001.WI,2016-01-05,0.08031706369878755,0.04997449344482308,1.273072845527553,-0.008999844087055675
CI011001.WI,2016-01-06,0.08824163621348013,0.04980124910900961,1.424131857726844,-0.006226666443445716
CI011001.WI,2016-01-07,0.08499603317916837,0.0496262664959836,1.3687716497843696,-0.004509574068385924
CI011001.WI,2016-01-08,0.08212183605739054,0.04941328390774065,1.3207613578369088,-0.0015878862133893445
CI011001.WI,2016-01-11,0.07991596039948412,0.049446049546021255,1.278637572533559,-0.0030822132713689276
CI011001.WI,2016-01-12,0.07784434093374948,0.04950426443214739,1.2383923805410266,-0.005224165572485728
CI011001.WI,2016-01-13,0.07477685290899583,0.04923525680296633,1.1869886760024535,-0.0017589462881615336
CI011001.WI,2016-01-14,0.07125863504619145,0.04921845056460508,1.1207408704594217,-0.002861611830068167
CI011001.WI,2016-01-15,0.07125126586145258,0.049218443006376046,1.1206012310933702,-0.0025341832581842194
CI011001.WI,2016-01-18,0.06954973956831423,0.049186115459441036,1.0889782970574247,-0.002061034735786671
CI011001.WI,2016-01-19,0.07229376719505143,0.04904445614264015,1.1442410259377205,-0.0032151207995042563
CI011001.WI,2016-01-20,0.07365884804511325,0.04899356294902596,1.171353657505803,-0.004248827036967273
CI011001.WI,2016-01-21,0.07792111934277068,0.04898606455485282,1.2524293062971386,-0.0020743596550598653
CI011001.WI,2016-01-22,0.08148904698306003,0.048881898963380334,1.3226176036988475,-0.0016541691451585905
CI011001.WI,2016-01-25,0.08265693688518327,0.04887572170085403,1.3448683296216142,-0.0010763004238576457
CI011001.WI,2016-01-26,0.08057144482006429,0.04881728575088736,1.306910706321753,-0.0002549956773734152
CI011001.WI,2016-01-27,0.06963367911826679,0.048558359315328196,1.1040453273957034,-0.0038243087755071015
CI011001.WI,2016-01-28,0.0752258743641705,0.04828178210228362,1.2181249042937954,-0.003505934315436776
CI011001.WI,2016-01-29,0.07323614701482839,0.04823193470866386,1.1809204908002047,-0.0028555188114263164
CI011001.WI,2016-02-01,0.06426580722277908,0.047195438114255646,1.0279293249274408,-0.0009815454423593994
CI011001.WI,2016-02-02,0.06343893958710778,0.047198291529115484,1.0113983788920746,-0.001292403281301202
CI011001.WI,2016-02-03,0.05889565924024209,0.04727877489487302,0.9191786065413509,-0.004073154490138897
CI011001.WI,2016-02-04,0.057327601214870016,0.04720456275473771,0.8891487208715272,-0.00224462251243962
CI011001.WI,2016-02-05,0.0630911162564014,0.04732713329954791,1.0018593183493139,0.0
CI011001.WI,2016-02-15,0.07213420761543854,0.04768519887741881,1.1723691699357577,0.0
CI011001.WI,2016-02-16,0.07165383335904663,0.04771564766587708,1.1622566299768933,-0.0031809790959228534
CI011001.WI,2016-02-17,0.07860158407241546,0.04729659114956173,1.308806512828786,-0.0027452633490823164
CI011001.WI,2016-02-18,0.07819253217464794,0.04729463006633701,1.3008361429811695,-0.0023886146204630254
CI011001.WI,2016-02-19,0.07602709359052495,0.047129787611841834,1.262552413000507,0.0
CI011001.WI,2016-02-22,0.07822130255161408,0.0471386863385444,1.3055508825859452,0.0
CI011001.WI,2016-02-23,0.07320094411828171,0.04702424077577725,1.209338155275881,-0.0008945435939972102
CI011001.WI,2016-02-24,0.07498910618884813,0.04700819120996003,1.245160534719829,-0.00022635474753296414
CI011001.WI,2016-02-25,0.0812868969471412,0.046924633462015614,1.3718159897151017,0.0
CI011001.WI,2016-02-26,0.08134622731730357,0.04692337606555823,1.3730211887742514,-0.0007298276196858744
CI011001.WI,2016-02-29,0.07992459804723229,0.04694407329486785,1.3444039487556074,-0.001810177131895574
CI011001.WI,2016-03-01,0.08513782919572832,0.04695563507867402,1.4466773485092002,0.0
CI011001.WI,2016-03-02,0.08372429806746395,0.04689001284908645,1.420829056171181,0.0
CI011001.WI,2016-03-03,0.08395231674629056,0.04689995788925458,1.4250248382448971,0.0
CI011001.WI,2016-03-04,0.0901715663504028,0.047272056941134774,1.5352425364180668,0.0
CI011001.WI,2016-03-07,0.09379884293173224,0.04734966144764703,1.6029813859752877,0.0
CI011001.WI,2016-03-08,0.09344395713320686,0.0473579959558776,1.5958529488972264,-0.0010149123891805
CI011001.WI,2016-03-09,0.08969384691435911,0.0475518633552774,1.5172664979725154,-0.005045874582724874
CI011001.WI,2016-03-10,0.08495650461954529,0.04760889860876124,1.4239608673160344,-0.0074950997497830185
CI011001.WI,2016-03-11,0.09251436083969056,0.04749213380037679,1.5735640782015363,-0.004503472970827316
CI011001.WI,2016-03-14,0.09374429583494126,0.04745531094093083,1.5984665177664497,-0.005130219860948304
CI011001.WI,2016-03-15,0.09016560914391158,0.047771576405493885,1.5195711336436655,-0.0109741901787207
