指数代码,日期,rolling_return,rolling_volatility,rolling_sharpe,rolling_drawdown
CI011800.WI,2024-09-25,-0.032583754766540185,0.08364105484615615,-0.5323781444790453,-0.03854064171235527
CI011800.WI,2024-09-26,-0.025866586414517667,0.08445828805517197,-0.4445062835675097,-0.024813106151109654
CI011800.WI,2024-09-27,-0.017653562271215728,0.0847784399662323,-0.34348638197439485,-0.016158923349702703
CI011800.WI,2024-09-30,0.04012067762817617,0.09957147013223562,0.2946910915900213,0.0
CI011800.WI,2024-10-08,0.07956270124273024,0.10574453189156632,0.6353790264990989,0.0
CI011800.WI,2024-10-09,0.03348096920836796,0.11435948460493828,0.21446723452670305,-0.04322512217523433
CI011800.WI,2024-10-10,0.037176127267528614,0.11444917468814932,0.24557803581279172,-0.038624595133591844
CI011800.WI,2024-10-11,0.023245051107187775,0.11565365971480286,0.12728649749308205,-0.05483391535860005
CI011800.WI,2024-10-14,0.04089913784495813,0.11640691722632159,0.27417462820454325,-0.041779477278840016
CI011800.WI,2024-10-15,0.02865489790907305,0.1174495730445623,0.17202150152462264,-0.05717012329112059
CI011800.WI,2024-10-16,0.015891944699998106,0.11700413900193381,0.06551702094212351,-0.05906194384517238
CI011800.WI,2024-10-17,0.01454203473934812,0.11705678294332976,0.05417999023967147,-0.063965226553514
CI011800.WI,2024-10-18,0.04013524743753649,0.11916850992999653,0.2643617568192847,-0.042821686390194125
CI011800.WI,2024-10-21,0.04104953775844211,0.11918182745311406,0.27171896213304003,-0.04050371890540161
CI011800.WI,2024-10-22,0.041998959194353036,0.11919361089426067,0.2793530671565857,-0.038414025259086104
CI011800.WI,2024-10-23,0.04691371236937569,0.11911633649802611,0.3189689971822913,-0.037840166467333236
CI011800.WI,2024-10-24,0.04466483240375352,0.1192026684058225,0.3007806475292955,-0.04327778699735063
CI011800.WI,2024-10-25,0.047905932630060155,0.1192643486935402,0.32666531542953514,-0.03933704556249251
CI011800.WI,2024-10-28,0.04630933874196508,0.11921441679831223,0.31395978795898544,-0.03614899083828815
CI011800.WI,2024-10-29,0.042749429068766,0.11937420180793952,0.28514360521914484,-0.042987459871015044
CI011800.WI,2024-10-30,0.04374144574189831,0.11934257944355532,0.2931568766678378,-0.046144487951290114
CI011800.WI,2024-10-31,0.04268611507915443,0.11933767965133277,0.28468546421900903,-0.04589171468792386
CI011800.WI,2024-11-01,0.04669946357871524,0.11910486248725083,0.31726906334513133,-0.05079472915438721
CI011800.WI,2024-11-04,0.06423659412929239,0.11925579628760612,0.45637785663956765,-0.041646608135096796
CI011800.WI,2024-11-05,0.08880497248917685,0.12040519808609004,0.6427577176613095,-0.024609940543293685
CI011800.WI,2024-11-06,0.10102368514322002,0.11973553800788675,0.7389166145978624,-0.025874253929922486
CI011800.WI,2024-11-07,0.10461857619737835,0.1200041346823115,0.7647020340730643,-0.014377496437747883
CI011800.WI,2024-11-08,0.099374926048446,0.11993856629909982,0.7253655217237366,-0.014699833761566583
CI011800.WI,2024-11-11,0.1079806674396957,0.12032839105515268,0.7882284084559421,-0.0045633308345113255
CI011800.WI,2024-11-12,0.08622391809898389,0.12044612802248175,0.6228628549676581,-0.014745077225048475
CI011800.WI,2024-11-13,0.08284254341492603,0.1203286774359789,0.5974344311479604,-0.011514014386348581
CI011800.WI,2024-11-14,0.06672867956255857,0.121665514256895,0.4689411920521875,-0.029270106695889586
CI011800.WI,2024-11-15,0.053616896833633465,0.12239068429308117,0.3658113810944953,-0.04194417779214765
CI011800.WI,2024-11-18,0.051034090134112864,0.12252191482473306,0.34551422318387975,-0.04917803535356435
CI011800.WI,2024-11-19,0.054997189090334686,0.12280365055294153,0.3756535097375933,-0.03853303523911433
CI011800.WI,2024-11-20,0.0515172701705815,0.12258041315756686,0.3491571855014751,-0.032035769875650266
CI011800.WI,2024-11-21,0.05240221897108954,0.12257940098334306,0.35602344598453733,-0.03154756965705097
CI011800.WI,2024-11-22,0.031718071428446626,0.12410459973888643,0.19320123094518837,-0.05011044412271326
CI011800.WI,2024-11-25,0.03219389744366685,0.12409771720686777,0.19692120631820118,-0.05150002646653207
CI011800.WI,2024-11-26,0.03011563419884511,0.1241503571235534,0.180653705756683,-0.0553808605485584
CI011800.WI,2024-11-27,0.03976206550057615,0.12477159408034309,0.2550814947701437,-0.043044058907347194
CI011800.WI,2024-11-28,0.03233586283209844,0.12481546325355648,0.1975984605133873,-0.04703630278284854
CI011800.WI,2024-11-29,0.03694710385575073,0.1250401407389527,0.2331148292363001,-0.03880127711746584
CI011800.WI,2024-12-02,0.05232828338788331,0.12520162996741274,0.3506004343565914,-0.03020600260945705
CI011800.WI,2024-12-03,0.04901076883578903,0.12517208180265146,0.3254226100009898,-0.030389032984452058
CI011800.WI,2024-12-04,0.04239705168963659,0.12517851064983404,0.2748766906013985,-0.03337653219760928
CI011800.WI,2024-12-05,0.04828083011801265,0.12520026757231084,0.31981652237644076,-0.02998881610195203
CI011800.WI,2024-12-06,0.06375273209942844,0.12524107541648324,0.4367657333300494,-0.022302255663837922
CI011800.WI,2024-12-09,0.05866852369625941,0.1250815243710542,0.39885169780688856,-0.020352673691981127
CI011800.WI,2024-12-10,0.06806665092994968,0.12491271987099925,0.46999555903057744,-0.018098190118398416
CI011800.WI,2024-12-11,0.07452685169735362,0.12494302957375159,0.5181904731843439,-0.014222810287898624
CI011800.WI,2024-12-12,0.07777961946683498,0.12502012822856895,0.5421320084181976,-0.0092910939404518
CI011800.WI,2024-12-13,0.06849550035296037,0.12558456248692274,0.47135052200676736,-0.02136573385255436
CI011800.WI,2024-12-16,0.06603578010390865,0.12563299515126938,0.45286719548481646,-0.02478662252716768
CI011800.WI,2024-12-17,0.05658739971657556,0.12591570545952835,0.3814113650115514,-0.03274491198805152
CI011800.WI,2024-12-18,0.06485979719501467,0.12604758753020176,0.4430317506193885,-0.0266601132195321
CI011800.WI,2024-12-19,0.07766906742363777,0.12564260960956325,0.539251047213368,-0.024716343155039677
CI011800.WI,2024-12-20,0.07809948812852929,0.12564920447258757,0.5424083955313563,-0.022189594074930374
CI011800.WI,2024-12-23,0.0724803839471333,0.1258154446567471,0.5003101723882761,-0.028332869572930353
CI011800.WI,2024-12-24,0.0805516635262471,0.1259319137181898,0.5595193071497707,-0.02247929530354975
CI011800.WI,2024-12-25,0.07329380630207627,0.12585246935444735,0.5062257443442593,-0.024018914271326408
CI011800.WI,2024-12-26,0.08407026962774156,0.12636929308725853,0.5837490489546596,-0.012487464162885153
CI011800.WI,2024-12-27,0.09144132439191588,0.12624113529294764,0.6379114186674486,-0.011141962901075497
CI011800.WI,2024-12-30,0.09172603606166385,0.1262402981134682,0.6399816932734099,-0.011037169740599428
CI011800.WI,2024-12-31,0.08466390326341067,0.12653436424569958,0.5874811152500375,-0.019537844279509553
CI011800.WI,2025-01-02,0.07692925508856985,0.12702673900158598,0.5293404197752466,-0.03127396294113283
CI011800.WI,2025-01-03,0.06944614036152741,0.12720863890308046,0.47393415785999743,-0.037548140475768155
CI011800.WI,2025-01-06,0.07447802083454991,0.1271134759384366,0.5111335888283656,-0.037475178684856614
CI011800.WI,2025-01-07,0.075058148753115,0.12712540883546947,0.5153447757596376,-0.034222656495888404
CI011800.WI,2025-01-08,0.07774202336414548,0.1270708795183391,0.5351397859232979,-0.035389061596919236
CI011800.WI,2025-01-09,0.07590818044931247,0.1270907405078716,0.5216716524311279,-0.03732102901876411
CI011800.WI,2025-01-10,0.07335442083138388,0.1272136211766804,0.5026044924520214,-0.04449623102278133
CI011800.WI,2025-01-13,0.06749415904202705,0.12714622712198514,0.45973250866828164,-0.04534092469770934
CI011800.WI,2025-01-14,0.06915281472112711,0.12730728418181977,0.4715082204642069,-0.031924002426337195
CI011800.WI,2025-01-15,0.06248274375648477,0.1272633271067481,0.4224383508791835,-0.033819936022523756
CI011800.WI,2025-01-16,0.06567252514007826,0.12727182948089175,0.4459786422554414,-0.03175474180109761
CI011800.WI,2025-01-17,0.0709775655752285,0.12728294909068671,0.4849757397238942,-0.028789774905721988
CI011800.WI,2025-01-20,0.07519347275251542,0.12726001845487045,0.5159218986357726,-0.02729879713188632
CI011800.WI,2025-01-21,0.08164927234916908,0.12714826848322106,0.5633609515168508,-0.026376134484317526
CI011800.WI,2025-01-22,0.08734366544374939,0.1269092266931217,0.605570957729216,-0.02912838557016062
CI011800.WI,2025-01-23,0.08563012476399523,0.12690362100016597,0.5931597955603187,-0.029108356843243866
CI011800.WI,2025-01-24,0.09608108549693695,0.12704526645690228,0.6680778399313361,-0.022269887810516864
CI011800.WI,2025-01-27,0.08802164231726373,0.1270146419853088,0.6100820014938779,-0.024995404122484244
CI011800.WI,2025-02-05,0.0958666135163071,0.1271104111732419,0.6662600260328431,-0.01947292974494863
CI011800.WI,2025-02-06,0.1060897903842426,0.12742396646134635,0.7378323819148928,-0.01031604615763193
CI011800.WI,2025-02-07,0.1116046190019222,0.1274881112777941,0.77655345183232,-0.005795276367819069
CI011800.WI,2025-02-10,0.12983449700050964,0.12709855801029477,0.9065871288706645,-0.0002752161671883968
CI011800.WI,2025-02-11,0.12839647666557585,0.1271187959350384,0.8964390070594342,-0.0024114944863776744
CI011800.WI,2025-02-12,0.13679356837537693,0.12712141519554668,0.954776240520467,0.0
CI011800.WI,2025-02-13,0.15451754521663563,0.125610366467477,1.0879632909728412,-0.004226613151105396
CI011800.WI,2025-02-14,0.15729971898796058,0.12569014771531722,1.106512975677403,0.0
CI011800.WI,2025-02-17,0.1522043083395932,0.12555699186092498,1.0723893034274776,0.0
CI011800.WI,2025-02-18,0.12989881952064408,0.1250661919333973,0.9197202977280085,-0.006133309008494292
CI011800.WI,2025-02-19,0.13886270196730055,0.12518881099385076,0.9820954595885357,0.0
CI011800.WI,2025-02-20,0.15012492673575473,0.12464517084675308,1.0648243884169037,-0.0014624164830238096
CI011800.WI,2025-02-21,0.16925208131349168,0.12437994719568876,1.199516793560357,0.0
CI011800.WI,2025-02-24,0.17984043386504278,0.12386585089692044,1.2768066451739715,-0.0019486111603496115
CI011800.WI,2025-02-25,0.17742259256506654,0.12394350180571828,1.259521987851384,-0.006968090641317648
CI011800.WI,2025-02-26,0.1958557427117349,0.12351687663736174,1.3892982378188978,-0.0019417152994312126
CI011800.WI,2025-02-27,0.2079363769024456,0.12268139076967716,1.4799090827976118,-0.006485026743121125
CI011800.WI,2025-02-28,0.17282221153400235,0.12219375279295613,1.2437496245970596,-0.01846490532822842
CI011800.WI,2025-03-03,0.16232389454450202,0.12187305575602773,1.1728784556535765,-0.01803302993608158
CI011800.WI,2025-03-04,0.1540532874388214,0.12149964038221522,1.1173035309765271,-0.014781366287532793
CI011800.WI,2025-03-05,0.15639284991922442,0.12154001691868163,1.1336453294060187,-0.010817483977953346
CI011800.WI,2025-03-06,0.156038789092517,0.12152312607510853,1.1312647876866622,-0.003814118355782825
CI011800.WI,2025-03-07,0.15062512462102418,0.12150767741872782,1.092739485102664,-0.0051649998280455245
CI011800.WI,2025-03-10,0.1392049676896785,0.12142820003285193,1.0111844893759674,-0.00861337232972148
CI011800.WI,2025-03-11,0.13408869754856823,0.12137445151179001,0.9744737028749433,-0.008887615413946559
CI011800.WI,2025-03-12,0.13487772537541076,0.12137459776308998,0.980205866147394,-0.00799247962162597
CI011800.WI,2025-03-13,0.12101670406492526,0.12126237096133333,0.8796101411764757,-0.012501842211562808
CI011800.WI,2025-03-14,0.14941067819081089,0.12074244137047799,1.0901397555916283,-0.0021302905730132826
CI011800.WI,2025-03-17,0.13608353665146655,0.12013234759836601,0.9979373952234253,-0.0012118149437372328
CI011800.WI,2025-03-18,0.134624962935062,0.12010354011455697,0.9874459702992103,0.0
CI011800.WI,2025-03-19,0.13111040720726486,0.12009190486623535,0.9616833784187997,-0.0005809451235527785
CI011800.WI,2025-03-20,0.12980206873809874,0.12011154649529589,0.9519050817759025,-0.002675702570576033
CI011800.WI,2025-03-21,0.12182687379649337,0.12031792354152482,0.8915721522952623,-0.00918961598556145
CI011800.WI,2025-03-24,0.12589807654603202,0.12029097935167771,0.9218743794558385,-0.007791727818204031
CI011800.WI,2025-03-25,0.1056360803222296,0.12093285955871468,0.7673883218982873,-0.02053623353852696
CI011800.WI,2025-03-26,0.10183094678137983,0.12087019735252709,0.7391894699932264,-0.01967885388885815
CI011800.WI,2025-03-27,0.10248092567529254,0.12086680219075821,0.7440880813964684,-0.019662873483483834
CI011800.WI,2025-03-28,0.10264856337710393,0.12086620834887365,0.745349617420868,-0.019641242548032345
CI011800.WI,2025-03-31,0.10205866534515207,0.12087499658031145,0.7408752517789293,-0.021437139927696025
CI011800.WI,2025-04-01,0.09991633856269311,0.12083379774583411,0.7249770225998154,-0.019503510877402652
CI011800.WI,2025-04-02,0.09386155419033604,0.12071425183060515,0.6798306107812282,-0.019282963625330662
CI011800.WI,2025-04-03,0.09702203152710887,0.12067084377314803,0.7039501703531709,-0.019263628217722872
CI011800.WI,2025-04-07,0.07424536413480798,0.12209687720426664,0.525259441147065,-0.037245910450928954
CI011800.WI,2025-04-08,0.07318498421263087,0.12209887325920664,0.5171619566430807,-0.03765795769889568
CI011800.WI,2025-04-09,0.07883223963461217,0.12196251175275143,0.5606500388279861,-0.037879564425357226
CI011800.WI,2025-04-10,0.08538269498104234,0.12184813855493433,0.6107591797606959,-0.0368553175593489
CI011800.WI,2025-04-11,0.0857323866274311,0.12184742138613652,0.6134067226387688,-0.03661843674377241
CI011800.WI,2025-04-14,0.11201577579283639,0.1224696761647956,0.8062860363154584,-0.02162890479218793
CI011800.WI,2025-04-15,0.10467267180286943,0.1223412918044323,0.7528266812080616,-0.022145663425646056
CI011800.WI,2025-04-16,0.0986086876482346,0.12223240509493491,0.7083373986938128,-0.02209065904692664
CI011800.WI,2025-04-17,0.09543534735557468,0.12217575596412103,0.6849237216476407,-0.020796246211606473
CI011800.WI,2025-04-18,0.09538570007381453,0.12217603079603676,0.6845513450211863,-0.021158321584203832
CI011800.WI,2025-04-21,0.09816437838398007,0.12219671958789019,0.7051971853672372,-0.018557576826681688
CI011800.WI,2025-04-22,0.1045710777031712,0.12219750723789363,0.752816648323476,-0.015280710829620459
CI011800.WI,2025-04-23,0.09994116917739104,0.12219944785334724,0.7184190790497843,-0.01699547012895819
CI011800.WI,2025-04-24,0.10441951114119563,0.12214712401657381,0.7519529871041669,-0.01613447060845874
CI011800.WI,2025-04-25,0.10277912457066751,0.12213412751105544,0.7398447574717583,-0.01540793604588786
CI011800.WI,2025-04-28,0.10215532825383367,0.1221413952415977,0.7351735648414985,-0.01681633066760735
CI011800.WI,2025-04-29,0.10017157235713348,0.12211745139949585,0.720535568368847,-0.015712446643324607
CI011800.WI,2025-04-30,0.11172767342374956,0.12153969254045814,0.8093892798533207,-0.01682657225337214
CI011800.WI,2025-05-06,0.10446309206148463,0.12112423706325809,0.7576050918940367,-0.012176715737105881
CI011800.WI,2025-05-07,0.1041178221342729,0.12112319217198442,0.7550281393968988,-0.0115158685866813
CI011800.WI,2025-05-08,0.1054930106217391,0.12111774313220955,0.7653380964582696,-0.01100325956124859
CI011800.WI,2025-05-09,0.10813987291584493,0.1210811955716614,0.7852917179125825,-0.011221158127347142
CI011800.WI,2025-05-12,0.11477365678443263,0.12098679686887348,0.8351645792923472,-0.009719529759355305
CI011800.WI,2025-05-13,0.10861021599293541,0.12087588212088488,0.7899332423030079,-0.00964836839619665
CI011800.WI,2025-05-14,0.11126385132118455,0.12090227540684621,0.8095704246773261,-0.0067098278875025175
CI011800.WI,2025-05-15,0.10025363727884362,0.12091180851079797,0.7271302835005725,-0.011346176105303196
CI011800.WI,2025-05-16,0.09593116331973217,0.12086547303300942,0.694781918874399,-0.011501212524293924
CI011800.WI,2025-05-19,0.0980858422175801,0.12087483846746004,0.7109932189280604,-0.009570938476233803
CI011800.WI,2025-05-20,0.09247559916072556,0.12060990786980472,0.6698068581254984,-0.005617509791971287
CI011800.WI,2025-05-21,0.09708629650719014,0.12069860820393707,0.7043091269075117,-0.0006220880456767608
CI011800.WI,2025-05-22,0.10107262895365898,0.12060006445616295,0.7348726824872586,-0.0016839462525108928
CI011800.WI,2025-05-23,0.09194830499214568,0.12049076634758024,0.666342160931254,-0.0038808546885845674
CI011800.WI,2025-05-26,0.0900151152088704,0.12049480977823006,0.6516125241225873,-0.004663541393796766
CI011800.WI,2025-05-27,0.09001189365457307,0.12049483111764814,0.6515878927264499,-0.005159022249933365
CI011800.WI,2025-05-28,0.08967946936655036,0.120494024877769,0.649059104905272,-0.004627342685490365
CI011800.WI,2025-05-29,0.09582222439289279,0.12048684609584978,0.6957638371233691,-0.0016027198826525924
CI011800.WI,2025-05-30,0.09468138744091115,0.1204863757604766,0.6871175834340056,-0.0016797966444855872
CI011800.WI,2025-06-03,0.0918883907172594,0.1204149281601411,0.6662305749071756,0.0
CI011800.WI,2025-06-04,0.09423404322863504,0.1205062653076897,0.6836306234593648,0.0
CI011800.WI,2025-06-05,0.10021301640851443,0.12048871681552918,0.7289563371272788,0.0
CI011800.WI,2025-06-06,0.1025662369316287,0.12048900379716841,0.7466948640763713,0.0
CI011800.WI,2025-06-09,0.11396707849758214,0.12018034044744345,0.8339383043728824,0.0
CI011800.WI,2025-06-10,0.1158759302730965,0.12013138406207356,0.8484876512355393,-0.0021186717508284714
CI011800.WI,2025-06-11,0.10980863275238151,0.11999533053702201,0.8038582788260066,-0.001428766304460538
CI011800.WI,2025-06-12,0.11158538573761168,0.11996705175527544,0.8173597591420789,-0.002300120367594194
CI011800.WI,2025-06-13,0.11023023156614076,0.11997117744614713,0.8071632688832893,-0.0028671146290094596
CI011800.WI,2025-06-16,0.11597808136215182,0.11992274886000064,0.8505198856203572,-0.000960031303588571
CI011800.WI,2025-06-17,0.11574970027323261,0.11992358852229858,0.8488073266765309,-0.0010888659191413685
CI011800.WI,2025-06-18,0.11964843098338118,0.11991685147730496,0.8779502605865602,0.0
CI011800.WI,2025-06-19,0.11113722874877174,0.1199839912056063,0.8138990548226233,-0.004403188384278778
CI011800.WI,2025-06-20,0.11514892501587504,0.11986084975025982,0.8446933734546603,-0.0062421655265675335
CI011800.WI,2025-06-23,0.11991129213992746,0.11985148927655803,0.880323307967251,-0.0039184225214037305
CI011800.WI,2025-06-24,0.12186070742235278,0.11987915951392793,0.8946623093801878,-0.00068328488140601
CI011800.WI,2025-06-25,0.1307867651921013,0.11983464976317672,0.961115718406995,0.0
CI011800.WI,2025-06-26,0.1264996001327343,0.1198388903386745,0.9293729851356503,-0.0015245838715476356
CI011800.WI,2025-06-27,0.12943307489153622,0.11980354871832839,0.9513307255731044,-0.0013434245770000963
CI011800.WI,2025-06-30,0.13352049135109278,0.1198581296136911,0.9811068435503114,0.0
CI011800.WI,2025-07-01,0.13878722106925911,0.11984501252684848,1.0199016269354955,0.0
CI011800.WI,2025-07-02,0.13385871461231558,0.11984738930281566,0.9836746880177814,-0.0016995094362387553
CI011800.WI,2025-07-03,0.13932466636744012,0.11985331762916494,1.0237781079529569,0.0
CI011800.WI,2025-07-04,0.1432022543474638,0.11979178913318132,1.0526210011503363,0.0
CI011800.WI,2025-07-07,0.14213177066180283,0.1197996015204145,1.0447358133428368,-0.0009060750722064137
CI011800.WI,2025-07-08,0.15443574453861975,0.11957203743351404,1.1361605661686751,0.0
CI011800.WI,2025-07-09,0.1520826083870228,0.11960624328874223,1.1188001166752461,-0.002424296920796598
CI011800.WI,2025-07-10,0.14991704657952898,0.11955851004727787,1.103453440667418,0.0
CI011800.WI,2025-07-11,0.16646691994332352,0.11957513059160908,1.2228910905643944,0.0
CI011800.WI,2025-07-14,0.16132266207916546,0.11955890352569115,1.1860495132966906,-0.0011449498688982374
CI011800.WI,2025-07-15,0.15706832358412992,0.11947203130780848,1.1560876464504897,0.0
CI011800.WI,2025-07-16,0.16031556181152506,0.11943700993653304,1.1798703747639825,0.0
CI011800.WI,2025-07-17,0.17340807138472902,0.11973399990737733,1.2710081818397667,0.0
CI011800.WI,2025-07-18,0.18720831514960734,0.1199124581463123,1.3668657379446254,0.0
CI011800.WI,2025-07-21,0.19305695443341642,0.1200361858410598,1.4065489489975056,0.0
CI011800.WI,2025-07-22,0.20148476772398838,0.11989683096964415,1.4667986465672267,0.0
CI011800.WI,2025-07-23,0.19701987444111868,0.1197741329752104,1.437072205854286,0.0
CI011800.WI,2025-07-24,0.21301357097777096,0.12004270282915074,1.544773992518017,0.0
CI011800.WI,2025-07-25,0.20603980076215667,0.11987561933445591,1.4986262239002586,0.0
CI011800.WI,2025-07-28,0.21317582985943728,0.11998652062799568,1.5465573459130106,0.0
CI011800.WI,2025-07-29,0.22025694183524602,0.12003644587069351,1.5944869193350395,0.0
CI011800.WI,2025-07-30,0.2151594746939025,0.12010284224825112,1.5587889598898386,-0.0031794283396108236
CI011800.WI,2025-07-31,0.2158951191442835,0.12008337900968655,1.5640660927980783,-0.005924418242947205
